SMILES,targets
CCO,1
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,0
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,1
CNCCC(Oc1cccc2ccccc12)c1cccs1,1
CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1
CNCCC=C1c2ccccc2C2CC2c2ccccc21,1
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
Nc1nc2ccc(OC(F)(F)F)cc2s1.[Cl-].[H+],1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,1
O=C1NC(CCCl)Oc2ccccc21,1
CC(Cc1ccccc1)NO,0
CCC1(CC)C(=O)C=CNC1=O,1
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
NC(N)=N/N=C/c1c(Cl)cccc1Cl,0
O=C(CCCl)NCCc1ccccc1,1
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,0
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.[Cl-].[H+],1
Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C\C(O)C(C)CC(CC=O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C1OC,0
Nc1nc(=S)c2[nH]cnc2[nH]1,0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1
NC1=NC(=O)C(c2ccccc2)O1,1
O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1,1
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1.O=C(O)CCC(=O)O,1
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3ncn[nH]3)CS[C@H]12,0
O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1,1
CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O,1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
Cc1nccnc1N1CCCCC1,1
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1
CCC1(c2ccccc2)C(=O)NCNC1=O,1
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,1
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1
CCC(OC(N)=O)C1CCCCC1,1
CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,1
O=C(O)c1cc(=O)c2ccccc2o1,1
CC(c1noc2ccc(Cl)cc12)n1ccnc1,1
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.[Cl-].[H+],1
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],1
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1
COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,1
Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,1
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,1
CCC1(c2ccccc2)CCC(=O)NC1=O,1
O=C1CC(c2cccc(Br)c2)C(=O)N1,1
CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,1
COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,1
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1
CC(C)NCC(O)COc1cccc2ccccc12.[Cl],1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Nc3cnc(Nc4ccc(S(N)(=O)=O)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0
COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,1
C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,1
O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
O.c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1,1
Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,1
CC(C)C(Br)C(=O)NC(N)=O,1
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
C#CCN[C@@H]1CCc2ccccc21,1
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0
CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,1
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,0
NC(=O)c1ccccc1O,1
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1
C[C@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1,1
CC(C)c1cccc(C(C)C)c1O,1
O=C(O)/C=C\C(=O)O.c1csc(Cc2ccccc2OCC2CNCCO2)c1,1
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,1
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0
NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,1
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,1
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O.O,0
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,1
OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,1
C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12.O,0
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1
O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,1
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.[Cl],0
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,1
C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,1
CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,1
CCNC(=O)/C=C/c1cccc(Br)c1,1
CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,1
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,1
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0
CN(C)CCC=C1c2ccccc2COc2ccccc21,1
CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
CNCCc1ccccn1,1
CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,1
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,1
NCCc1ccc(O)c(O)c1,0
Clc1ccc(OCC2=NCCN2)cc1Cl,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,1
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,1
CCOC1c2ccccc2C(=O)N(C)c2ccccc21,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,0
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
O=C(O)c1ccccc1O,0
COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1
NCCc1cn2ccccc2n1,0
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,0
CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,1
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,1
COC1CCCC2C1=C(C(=O)[O-])N1C(=O)C(C(C)O)C21,0
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0
CNC(C)C(=O)c1ccc(OC)cc1,0
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,1
CNCCCCOc1ccccc1Cc1ccccc1.[Cl-].[H+],1
CCCOC(=O)c1cncn1C(C)c1ccccc1,1
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,1
OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1
CN1C(=O)CC(C)(c2ccccc2)C1=O,1
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1
NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
CCN(CC)CCOC(=O)c1ccc(N)cc1,1
Cn1nc(-c2cccc(F)c2)n(C)c1=S,1
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
O=c1[nH]cc(F)c(=O)[nH]1,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1
CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,1
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,1
O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1,1
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,1
OCCN1CCCN(CCCN2c3ccccc3Sc3cc(C(F)(F)F)ccc32)CC1.[Cl-].[Cl-].[H+].[H+],1
Cc1cccc(N2CC(CO)OC2=O)c1,1
CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1
CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)[C@@H](CN2CC[C@@H](O)C2)C1,0
CN1c2ccccc2C(c2ccccc2Cl)=NCC1(Cl)CO,1
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1
C#CC(C)(O)CC,1
CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],0
CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1
Cc1cccc(C)c1,1
NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,1
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1
c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,1
Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CC[C@@H](O)C1,0
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,1
Cc1cc(N(C)C)ccc1C[C@H](C)N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,1
NNC(=O)c1ccncc1,0
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1
CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,1
NNCCc1ccccc1.O=S(=O)(O)O,1
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1
c1ccc([C@@H]2CN3CCSC3=N2)cc1,1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,1
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
CC(COc1ccccc1)NN,1
